
"conversation_id","message_id","role","content","timestamp","username","original_id","section"
"14","4","assistant","His article range is very narrow, basically Lebanon and Jordan and he was disruptive over more than on article. What exactly does the one month ban cover, a one month block, a one month topic ban or what? The consensus at Barbera is the autobio trumps the 1-2 RS's he can find and there are more RS's, first hand ones at that, that support the Italian view. How do we know he will accept that? Given his pattern of behavior, there's a very good chance he'll return to his prior disruption. And he still doesn't seem to understand . Reading his talk page again note he only changed his tune when you offered to unblock him. I feel he's only trying to game an unblock.<span style=\""font-family:Verdana,sans-serif\""> \u2014","1.251910260E09","Unknown","399601",""
"14","5","user","It's quite clear. A total 1 month ban from the Barbera article and talk page, and from edits regarding the ethnicity of people in general. As for the argument on Joseph Barbera, I don't know that he will accept it, and I don't think it's necessary for him to do so, I just think it's necessary for him to engage appropriately about it... once you guys have had a reasonable period away from it.","1.251925260E09","Unknown","399602",""
"15","1","user","Provide active links so that users can be enriched with your knowledge of history. --","1.182267120E09","Unknown","282151",""
"15","2","assistant","Thanks for pointing out the links to my books needed updating - the good folks at the University of Washington changed them slightly so the old ones no longer worked. Oh, and by the way, they weren't \""false\"" links - just outdated ones.","1.182319020E09","Unknown","282152",""
"16","1","user","Thanks for your help with the image of J. Proctor Knott. I also noticed a category with a typo. Could you please rename the Commons category \""Peoople from Harrison County, Kentucky\"" to \""People from Harrison County, Kentucky\""? If this is something I could do myself, let me know how. I just started doing significant work at Commons last week. Thanks! <span id\""plainlinks\"" style=\""color:#002bb8\"">","1.299537420E09","Unknown","413308",""
"16","2","assistant","You're welcome. You can take care of incorrectly named categories with typos at [http:\/\/commons.wikimedia.org\/wiki\/Commons:Rename_a_category Rename a Category]. Since it takes admin action to either list a category rename with a bot or to delete the uncommon incorrect name, I just took care of it. You'll find that the differences between Commons and the English Wikipedia are relatively minor for the most part. Instead of using WP: to find shortcuts, most start with COM: <font color=\""#000000\"">","1.299575760E09","Unknown","413309",""
"16","3","user","Thanks again. I'll find my way around in Commons eventually! :) <span id\""plainlinks\"" style=\""color:#002bb8\"">","1.299640260E09","Unknown","413310",""
"17","1","user","He was blocked yesterday following repeated re-creations, and has now started a new account, so far as I can see.","1.297024200E09","Unknown","361238",""
"17","2","assistant","You have deleted his article - you were at the top of a list of deleters...","1.297025400E09","Unknown","361239",""
"17","3","user","Believe it or not, and the re-created (multiple) article is .","1.297025880E09","Unknown","361240",""
"17","4","assistant","The first account was blocked yesterday - has the second one been too? I'll leave the SPI up just in case he tries again.","1.297026360E09","Unknown","361241",""
"18","2","assistant","I looked through the edit history on that page, but had a hard time figuring out who removed what you added. It looks like your response was appropriate (asking on the talk page), and there has been no objection so far, so you may want to try adding it again. --","1.189539000E09","Unknown","525483",""
"19","1","user","Your links do raise a few interesting points. But it seems to me that they're graphs of different things. The first one peaks at 55F in '35 and '98. The second one peaks at around 48F. I don't know enough about where these graphs come from to know why the axes are so different. Furthermore, even if you and I were to believe that this record was somehow tampered with, you've been around WP long enough to know that we'd need that say so, otherwise any mention of it is . If you're able to find such evidence, I will work alongside you to get this info on and on . However, we need sources to do this.","1.181439600E09","Unknown","6737",""
"19","2","assistant","I agree. I should have read the titles of the images. One is an annual temp graph and the 2007 only covers Jan through May, the colder months. However, unwarranted adjustments to the temperature record have occurred. I learned of this on ClimateAudit. See Comment 15 here.[http:\/\/www.climateaudit.org\/?p=1217] Also, check this out [http:\/\/www.btw-2005.de\/blog\/blogs\/index.php\/2006\/12\/14\/] and this. [http:\/\/www.btw-2005.de\/blog\/blogs\/index.php\/2006\/12\/10\/ratselhaft] Compare the 1930s to the 1990s in the older version of the graph and the newer version. When GISS was contacted about this, they took those images off of their website. I thought I had found some similar images that had not been scrubbed, but I did not read the titles. The other issue of poor quality land surface stations has legs also and this is related to the unwarranted adjustments. The GISS says some of the adjustments are due to \""rural cooling\"" effect (which is really just a way to try to hide the urban heat island effect). But the problem is these rural sites seem to have their own warming bias due to land use changes and other non-climatic heating factors. I do hope you will help me research this and improve the articles.","1.181459700E09","Unknown","6738",""
"20","1","user","In the WCUU-CA article, it stated the will be shown on the subchannels 26.5 and 26.6 - and also on analog channel 48. But since an analog signal cannot accommodate the full schedules of both services, it is expected that The U Too will completely displace Me Too from analog channel 48.","1.286927940E09","Unknown","21654",""
"20","2","assistant","Well, then, where do you suppose Me Too will go? What new channel in Chicago will it be shown on?","1.286929620E09","Unknown","21655",""
"20","3","user","Me Too will continue to be shown on WCIU's digital subchannel 26.3.","1.286933640E09","Unknown","21656",""
"20","4","assistant","Do you have any idea which new channel will move Me Too to sometime in early December? Presently, it's on AT&T U-verse channel 48.","1.286945220E09","Unknown","21657",""
"20","5","user","A slight correction to TvtonightOKC's response: is currently digital-only, on WCIU-DT2 (23.1\/26.2) and on WWME-LD (23.2). The analog Channel 23 signal, , is currently carrying a simulcast of The U (WCIU-TV's main channel).","1.288845000E09","Unknown","21658",""
"21","1","user","I have a question. How do I move these pictures you talked about, to Wikimedia Commons?","1.181898060E09","Unknown","49918",""
"21","2","assistant","Done. Look what [http:\/\/commons.wikimedia.org\/wiki\/Special:Contributions\/NHRHS2010 I have done]. Now what do I do next?","1.181899320E09","Unknown","49919",""
"22","1","user","I hope that you will excuse my intrusion into . Regards,","1.145935260E09","Unknown","577374",""
"22","2","assistant","Tee hee. The Indians and Aussie had their own cats, I thought we should join along. Guess I should've looked for fellow Canuck sysops. --","1.145937120E09","Unknown","577375",""
"23","1","user","Sorry I had to oppose. If concerns are addressed - which I'm sure they will be - I would be happy to give strong support in 2 months or more. Please leave a note on my talk page when you stand again (not spam, because I've requested it).","1.170050820E09","Unknown","387159",""
"23","2","assistant","I'll second that. Certainly the sarcasm and such - I have to admit, your OnlineIdols comment made me laugh - isn't appropriate if you want to be an admin. Also, if you don't mind a bit of speculative criticism, I think that when your views are opposed, sometimes you take it a little personally, viewing it as more of a challenge than just an opposing view. We're a big community and even very experienced users will often disagree with each other on grey-area questions. Consider hitting the brakes when you find that a discussion is turning into a debate or an argument. As with Tyrenius, let me know if you choose to RfA again, and of course feel free to ask me any questions about my comments here or on the RfA. |","1.170058740E09","Unknown","387160",""
"23","3","user","Yes, some amusing comments for sure, and we all feel like it at times. Hmm.","1.170229860E09","Unknown","387161",""
"24","1","user","The pea and bean categories don't make much sense, it's not clear what should be included in the categories since there is no real botanical distinction between a pea and a bean - and a bean can be anything that grows in a pod, see [http:\/\/en.wikipedia.org\/wiki\/Wikipedia:Categories_for_discussion\/Log\/2007_May_21#Category:Beans this]; I'm trying to get a more useful category for edible legumes to replace the pea and bean categories. I think that a category for would be good inside ; but I'll wait until the peas and beans thing is sorted out. --","1.179905100E09","Unknown","154894",""
"24","2","assistant","Actually I went ahead and made the dishes category. --","1.179906000E09","Unknown","154895",""
"25","1","user","Even veiling it as \""one editor\"". The only thing egregious here is your behavior, and the amazing fact that after several days of peace, you are beginning to cause more conflict. You have treated me very badly for weeks ... I get along very well with all other editors I am working with right now ... the only problem comes with you, as you only act in bad faith, over, and over again. You never \""assume good faith\"" with me ... and it showed by you declaring me creating a \""glorifying\"" article. While I did show good faith, by addressing your \""would\"" suggestion. Your mis-recollection of events even within the last hour is truly astonishing.","1.207620240E09","Unknown","268152",""
"25","2","assistant","You see, instead of acting properly and messaging me expressing your view that the article was too \""praise worthy\"", you automatically assume [http:\/\/en.wikipedia.org\/w\/index.php?titlehistory BAD FAITH] and assume that I am purposely trying to GLORIFY Guevara, instead of assuming I may have a different view than you. instead of wanting to discuss on the talk page ... (especially considering our history) you resort to a barrage of tags meant to annoy.","1.207620720E09","Unknown","268153",""
"25","3","user","There is peace if I do not edit the articles you consider yours. I was editing on Che Guevara long before you arrived on the scene in November of 2007. You do not articles on Che Guevara. I would edit this article before you came, why can I not now? &ndash;","1.207621620E09","Unknown","268154",""
"25","4","assistant","You had never edited this article before ... and had been editing articles on Hawaii for the past several days. Then all of the sudden as we had peace, you discover an article I have been working on, and instead of talking on the talk page, you start with a barrage of tags and attack me in the edit summary. Look at how harmoniously me and Coppertwig have worked on the CG article now that you have left. My problem is not with any editors ... it is with your behavior and bad faith actions.","1.207621920E09","Unknown","268155",""
"26","1","user","Stats don't generally go into articles on people who are more famous as coaches\/managers\/broadcasters. However, had you just added the stats, I may not have reverted. The shoe incident is already mentioned, with appropriate weight (see ), and your version overwhelms the article. Croctotheface (talk) 03:00, 30 January 2009 (UTC)","1.233313200E09","Unknown","142194",""
"26","2","assistant","You seek to draw to a negative incident in Milbury's life, which violates as well. Please look at the relevant policies and guidelines to understand that more information is not always better, especially if it's negative and receiving too much weight relative to its importance and the rest of the biography.","1.233716460E09","Unknown","142195",""
"26","3","user","No, it deserves the small description that is already there. You want to expand it well beyond what it should have in the article, as each other editor besides yourself who has taken a look at the issue has determined.","1.233754680E09","Unknown","142196",""
"26","4","assistant","Since you seem to be one of the main \""keepers\"" of 's Wiki site, I figured I'd ask you about this....I have a picture of Mike that I took back on March 21st, 1985. It was during a game against the at the old (Final score 1-1 in OT). Since I took the picture, am I allowed to post it in his Wiki, or is it considered copyrighted by the and\/or the even though I took it? I think it's a great pic of him, waiting for a faceoff with another Bruins player and a Blues player. If it's allowed, should I place it as an image in the infobox (I would crop the other two players out in this case), or as an image insert in \""\"" (in which I would leave the entire picture intact)? I would be sure to note the date of the game, who the Bruins played and the final score. Thanks!","1.274653800E09","Unknown","142193",""
"27","1","user","Lots of hybrid and EV models on the way. <span style=\""border:1px solid blue;color:blue\"">","1.309778100E09","Unknown","45462",""
"27","2","assistant","Thanks, indeed it interest me. By the way, any suggestion on where is the more appropriate place to create a section for the (or an article?). I have some materials but existing sections refer to concepts only.--","1.309780740E09","Unknown","45463",""
"27","3","user","My preference would be as a subtopic of . I've tried to keep the concept cars on the concept pages but it's always been a coin toss whether to keep them on the concept pages or on the iQ page. The concept cars are physical stages that were shown publically, so the concept cars should be treated a little separately from the actual production cars. Perhaps if the concept cars were shifted to the iQ page as bit of a precursor\/intro to an iQ EV section - just as long as the concept page has some stub sections pointing to the new location. <span style=\""border:1px solid blue;color:blue\"">","1.309786320E09","Unknown","45464",""
"27","4","assistant","Finally I had the time to do this edit. As usual with Toyota, it is quite confusing (is this the FT-EV?, FT-EV II?, iQ EV and also Scion iQ EV?, so I decided to do the entry as a separated subsection [http:\/\/en.wikipedia.org\/wiki\/Toyota_iQ#Scion_iQ_EV here]. Any improvements or clarifications are welcome.--","1.310767620E09","Unknown","45465",""
"27","5","user","I'm not sure if the EV prototype belongs in the concept cars section (with the FT EV ...) or in the production section. The EV lost the fancy concept car features like the electric sliding doors (ie it is closer to being a real production car) but it will probably differ from the final production model in little ways. <span style=\""border:1px solid blue;color:blue\"">","1.311161280E09","Unknown","45466",""
"28","1","user","Hey, I'm really sorry, I'm not trying to be difficult, but please check what I said about J. Maier, P. Meier and Theissen. They are simply saying (in contrast to Klausner) that there is no trace of the in the Talmud. They are not saying that the Jesus-passages in some late texts of the B.Tal don't relate to the Jesus of medieval Christianity. At the moment that article represents a glaring POV with no single academic source in the article refs supporting the stance of the lede that the name may refer to another \""individual\"" called Jesus.","1.311096060E09","Unknown","453364",""
"28","2","assistant","There is clearly a POV-fork between and . One of them should be AfDed and merged into the other. If we want to establish a precedent that Hebrew names for articles are intrinsically unverifiable because they are dictionary definitions of foreign words then that precedent needs to be uniformly applied to all articles on Wikipedia that have foreign names as titles. Otherwise, is the POV-fork that should go. Cheers.","1.311115740E09","Unknown","453365",""
"28","3","user","A number of thinkers throughout history have clearly stated that Yeshu and Jesus are not the same. Wikipedia cannot presuppose they are, but it can (and should) describe the various views on the subject.","1.311143100E09","Unknown","453366",""
"28","4","assistant","The problem is that we do not usually use Primary Sources of ancient or medieval texts as the basis for article content, certainly not article lede. It's appropriate to mention those ancient\/medieval views in the article with secondary sourcing to show the historical content but Encyclopedic content should be modern scholarly content. (btw in case you missed it, Meier is following Maier's reading of \""later rabbinical writing\"" to include what Maier believed were later interpolations to the Talmud, it doesn't mean that Meier disagrees with Maier and thinks that the Yeshu passages are original. See Theissen's description of Maier's belief than Sanh43a was a medieval gloss.","1.311152220E09","Unknown","453367",""
"28","5","user","I'm referring to both medieval and modern scholars. In any event, it's best to continue this discussion of article content on the article Talk: page, where everyone can contribute.","1.311234840E09","Unknown","453368",""
"28","6","assistant","2. No modern scholar holds the view of the lede. I have assembled a brief but clear set of refs under a new article which was written primarily for yourself, so that you may see Maier's view - that the name Jesus was \""added later in the Middle ages\"" for yourself without the background noise. Having taken the trouble to assemble those sources I hope that you will read the article and then come back to Yeshu and note how the Yeshu article misrepresents him.","1.311426180E09","Unknown","453369",""
"28","7","user","Wikipedia is supposed to be an impartial secular resource. It is not in line with Wikipedia policies to have an article as a POVfork with a lede predicated to a view from a 13th Century disputation, and as an admin you should not be supporting medieval primary sources over modern scholarship.","1.311567180E09","Unknown","453370",""
"28","8","assistant","I haven't \""supported medieval sources\"", the Talmud refers to \""Yeshu\"", and an article started in March 2004 cannot be a POVfork of an article started in September 2010 (and mostly copied from it). Let's continue these content discussions on the relevant article pages please.","1.311567600E09","Unknown","453371",""
"29","1","user","Please, please stop typing on the review page. You have create two edit conflict so far, which force me to retype the rest of my review twice. I have not finished. Please wait until I contact you. Thanks,","1.295012100E09","Unknown","432442",""
"29","2","assistant","Thank you for your patience. I am now finished with my review, and you are free to edit the review page with your reactions and comments. I look forward to working with you on this article.","1.295012940E09","Unknown","432443",""
"29","3","user","A few minor points at bottom of review. Thanks,","1.295101080E09","Unknown","432444",""
"30","1","user","Heya, just dropping a line to let you know I got one of those emails too, detailing the scandalous behaviour of yourself and sundry other ROUGE ADMINS. All I can say is, stay cool, keep up the good work, and don't let the bastards grind you down. --","1.153374240E09","Unknown","573863",""
"30","2","assistant","Thanks...as I mentioned above...I may not get over my state of depression for not getting one of these emails...I may even have to go in for some therapy as I hate being left out. Pooh:(--","1.153392660E09","Unknown","573864",""
"31","1","user","This [http:\/\/en.wikipedia.org\/w\/index.php?titleprev&oldid=435347529] seems relevant to your warning to User:Wran on his talk page, re the DSK sexual assault case article.","1.308634140E09","Unknown","137319",""
"31","2","assistant","Blocked for 31 hours - noting that warns against \""playing games\"".","1.308685020E09","Unknown","137320",""
"32","1","user","Both the AE and ANI thread happened half a year ago, I cant remember everything that happened there, but what was said there doesn't contradict that when I read JJGs comments I didn't think his name was an issue for him. The information I sent back then was about the other user Eric1985 and had nothing to do with Jiujitsuguy and the circumstances and information was not the same either, I only saw JJGs comments afterwards. --","1.299421380E09","Unknown","360500",""
"32","2","assistant","Both of those threads, among others you were aware of, talk about the outing issue. Additionally, you referenced the article [http:\/\/en.wikipedia.org\/w\/index.php?titleprev&oldid=400310454 at least one other time], not linking to it, presumably because you knew it would be considered outing. The same for Nableezy. How am I supposed to believe now that you and Nableezy both \""innocently\"" linked to it, considering your respective pasts?","1.299427920E09","Unknown","360501",""
"32","3","user","I don't know exactly what Nableezy sent Tariqabjotu, (there are several things), the information I sent about Eric1985 was nothing like the articles I am aware of by and related to JJG, this was very personal information that contrary to JJG, Eric wasn't revealing to the public. So this was clearly not the same thing. I only afterwards saw these several things written by JJG, I had not seen anything of this before, and I saw it as that his name was no issue for him. I can not remember what people where discussing half a year ago about their personal interpretation about what is or what is not \""outing\"", I'm only talking about how I saw it when I saw what he had written. --","1.299439020E09","Unknown","360502",""
"32","4","assistant","I did not make whatever edit you're referring to. [http:\/\/en.wikipedia.org\/w\/index.php?titlehistory] You're probably looking for http:\/\/en.wikipedia.org\/wiki\/User_talk:E2eamon","1.300360380E09","Unknown","360503",""
"32","5","user","My edit to your talk was from 2009. http:\/\/en.wikipedia.org\/w\/index.php?titlehistory","1.300443180E09","Unknown","360504",""
"33","1","user","sorry, somehow my eyes saw wrong--<small>","1.243902300E09","Unknown","50331",""
"33","2","assistant","No problem; it happens to everyone.","1.243902420E09","Unknown","50332",""
"34","1","user","I appreciate your swift assistance!","1.310553600E09","Unknown","369711",""
"34","2","assistant","No worries, MZMcBride is no longer an administrator so would not have been able to help.","1.310553660E09","Unknown","369712",""
"34","3","user","My, I have been gone for some time, haven't I.","1.310553960E09","Unknown","369713",""
"35","1","user","What do you think of an article about the personality spheres of the Portal series? It would basically be a list which would consist of the four spheres from Portal, the Space Sphere, the Adventure Sphere, the Fact Sphere, the [http:\/\/www.youtube.com\/watch?viIejAv3yA7o Pinky Sphere]. I've found some reception, including an analysis of their metaphorical merit and that the Adventure Sphere was Wolpaw's favourite. -","1.305731160E09","Unknown","412950",""
"35","2","assistant","Er, the Bill and Pinkie sphere are fan-made things (99% sure on that); the only 3 cores besides Wheatley are the Space, Adventure, and Fact sphere. I wouldn't recommend a separate article (that's just dying for newbie editors to expand on), but I would consider either adding them to Wheatley or splitting off the article to to include the spheres, likely the turrets, likely the WCC, and a few others. All those that can't be split off could easily have development and reception sections but just too short for practical articles. --","1.305748080E09","Unknown","412951",""
"35","3","user","I was just kidding about the latter two. -","1.305751020E09","Unknown","412952",""
"36","1","user","(","1.290353880E09","Unknown","63498",""
"36","2","assistant","Brazil is apparently proposing that its high speed line be SG to use off the shelf equipment and presumably to make proposed links to adjacent countries easier. This would leave existing freight line aline.","1.290357060E09","Unknown","63499",""
"37","1","user","If substantial content is duplicated and it is not or available under a compatible license, it will be deleted. For legal reasons, we cannot accept copyrighted text or images borrowed from other web sites or printed material. You may use such publications as a source of information, but not as a source of sentences. See our for further details. (If you own the copyright to the previously published content and wish to donate it, see for the procedure.)<!--This template located at Template:Csb-notice-pageincludes-->","1.295485200E09","Unknown","219290",""
"37","2","assistant","If you have any questions about the permission, don't hesitate to ask. Otherwise, happy editing!","1.296347340E09","Unknown","219291",""
"38","1","user","is a bit strong though. It's \""unquestioned\"" among Baltic students of Baltic, maybe, but that's as far as it goes. It is also undisputed that Baltic has a few very archaic features, certainly surprising for a language attested as late as the 2nd millennium AD, but that doesn't make the entire language \""unquestionedly archaic\"". The Tacitus attestation may be debatable, but only if there is an unquestionably Baltic word (of which I haven't heard), not just because he mentions a Baltic tribe.","1.116188520E09","Unknown","236839",""
"38","2","assistant","Well, I was trying to give his as much of the benefit of the doubt as I could. And anyway, those two or three archaic features are rather more than other typical living IE languages have. I'm only a grad student and by no means an expert; but several of my professors have described Lithuanian to me as the most archaic living IE language, so it's not an out-of-the-mainstream claim.","1.116191880E09","Unknown","236840",""
"38","3","user","by all means, some features are incredibly archaic, especially if you only consider living languages. Other features aren't archaic at all, otoh. I have no problem with celebrating the archaic ones, as long as we don't imply the language is \""practically PIE\"", or more archaic than (admittedly extinct as first languages, although there are fluent speakers) Ancient Greek or Sanskrit).","1.116192900E09","Unknown","236841",""
"39","1","user","Whatever you think was wrong with that edit, that reply is simply uncalled for. I see nothing in there showing anything like any disrespect toward anyone, and the size increase of the article (only 24 characters!) was trivial in the extreme. I'm trying to assume good faith here, but all I can come up with is that you irrationally hate the terms \""BCE\"" and \""CE\"" and took your aggression out on the editor who added them. Please try not to overreact in the future, and you might also consider apologizing to the newbie in question.","1.244323680E09","Unknown","1357",""
